rep,ID,time,prediction_iwRes,iwRes_simulated,iwRes_simulated_simBlq,censored,split,color,filter
1,1,81.417,29.126,1.67386,1.67386,0,All,#4682B4,0
2,1,81.417,28.7327,2.02538,2.02538,0,All,#4682B4,0
3,1,81.417,32.2845,-1.10305,-1.10305,0,All,#4682B4,0
4,1,81.417,29.9894,0.906487,0.906487,0,All,#4682B4,0
5,1,81.417,31.8742,-0.747103,-0.747103,0,All,#4682B4,0
6,1,81.417,29.8157,1.06036,1.06036,0,All,#4682B4,0
7,1,81.417,31.3357,-0.277765,-0.277765,0,All,#4682B4,0
8,1,81.417,31.6614,-0.561952,-0.561952,0,All,#4682B4,0
9,1,81.417,31.1448,-0.11074,-0.11074,0,All,#4682B4,0
10,1,81.417,30.0297,0.870761,0.870761,0,All,#4682B4,0
1,1,81.833,18.2065,-1.11216,-1.11216,0,All,#4682B4,0
2,1,81.833,17.0564,-0.0503954,-0.0503954,0,All,#4682B4,0
3,1,81.833,18.1445,-1.05511,-1.05511,0,All,#4682B4,0
4,1,81.833,17.3815,-0.351272,-0.351272,0,All,#4682B4,0
5,1,81.833,16.31,0.642544,0.642544,0,All,#4682B4,0
6,1,81.833,16.9569,0.041755,0.041755,0,All,#4682B4,0
7,1,81.833,17.0878,-0.0795396,-0.0795396,0,All,#4682B4,0
8,1,81.833,18.6855,-1.55204,-1.55204,0,All,#4682B4,0
9,1,81.833,16.6318,0.343389,0.343389,0,All,#4682B4,0
10,1,81.833,17.2166,-0.198749,-0.198749,0,All,#4682B4,0
1,1,82.833,11.6805,-1.64554,-1.64554,0,All,#4682B4,0
2,1,82.833,11.8556,-1.80933,-1.80933,0,All,#4682B4,0
3,1,82.833,12.0059,-1.94986,-1.94986,0,All,#4682B4,0
4,1,82.833,10.129,-0.188737,-0.188737,0,All,#4682B4,0
5,1,82.833,10.0341,-0.0993799,-0.0993799,0,All,#4682B4,0
6,1,82.833,8.93873,0.934605,0.934605,0,All,#4682B4,0
7,1,82.833,10.4746,-0.514009,-0.514009,0,All,#4682B4,0
8,1,82.833,10.32,-0.368614,-0.368614,0,All,#4682B4,0
9,1,82.833,11.6014,-1.57148,-1.57148,0,All,#4682B4,0
10,1,82.833,8.37285,1.47016,1.47016,0,All,#4682B4,0
1,1,84.333,7.76691,-0.654396,-0.654396,0,All,#4682B4,0
2,1,84.333,8.0312,-0.904013,-0.904013,0,All,#4682B4,0
3,1,84.333,7.64857,-0.542558,-0.542558,0,All,#4682B4,0
4,1,84.333,7.34325,-0.253852,-0.253852,0,All,#4682B4,0
5,1,84.333,7.14334,-0.0646817,-0.0646817,0,All,#4682B4,0
6,1,84.333,6.32104,0.71442,0.71442,0,All,#4682B4,0
7,1,84.333,7.53884,-0.438829,-0.438829,0,All,#4682B4,0
8,1,84.333,7.26143,-0.176441,-0.176441,0,All,#4682B4,0
9,1,84.333,7.44666,-0.351664,-0.351664,0,All,#4682B4,0
10,1,84.333,5.58948,1.40872,1.40872,0,All,#4682B4,0
1,1,86.333,4.39243,0.868489,0.868489,0,All,#4682B4,0
2,1,86.333,4.61987,0.652446,0.652446,0,All,#4682B4,0
3,1,86.333,3.99077,1.25018,1.25018,0,All,#4682B4,0
4,1,86.333,4.885,0.400699,0.400699,0,All,#4682B4,0
5,1,86.333,4.46367,0.800811,0.800811,0,All,#4682B4,0
6,1,86.333,4.20067,1.05069,1.05069,0,All,#4682B4,0
7,1,86.333,4.82858,0.454264,0.454264,0,All,#4682B4,0
8,1,86.333,4.74822,0.530566,0.530566,0,All,#4682B4,0
9,1,86.333,3.91842,1.31895,1.31895,0,All,#4682B4,0
10,1,86.333,3.56777,1.65236,1.65236,0,All,#4682B4,0
1,1,87.833,2.72008,-1.23342,-1.23342,0,All,#4682B4,0
2,1,87.833,2.91291,-1.41654,-1.41654,0,All,#4682B4,0
3,1,87.833,2.27332,-0.808988,-0.808988,0,All,#4682B4,0
4,1,87.833,3.51672,-1.98961,-1.98961,0,All,#4682B4,0
5,1,87.833,3.03213,-1.52973,-1.52973,0,All,#4682B4,0
6,1,87.833,3.01441,-1.5129,-1.5129,0,All,#4682B4,0
7,1,87.833,3.36033,-1.84123,-1.84123,0,All,#4682B4,0
8,1,87.833,3.36784,-1.84836,-1.84836,0,All,#4682B4,0
9,1,87.833,2.24834,-0.785254,-0.785254,0,All,#4682B4,0
10,1,87.833,2.46296,-0.989178,-0.989178,0,All,#4682B4,0
1,2,64.417,35.5724,0.508877,0.508877,0,All,#4682B4,0
2,2,64.417,35.5258,0.548896,0.548896,0,All,#4682B4,0
3,2,64.417,37.3282,-0.985768,-0.985768,0,All,#4682B4,0
4,2,64.417,35.7908,0.321404,0.321404,0,All,#4682B4,0
5,2,64.417,33.4097,2.38805,2.38805,0,All,#4682B4,0
6,2,64.417,35.0074,0.995756,0.995756,0,All,#4682B4,0
7,2,64.417,34.2643,1.6406,1.6406,0,All,#4682B4,0
8,2,64.417,36.5038,-0.287501,-0.287501,0,All,#4682B4,0
9,2,64.417,37.1779,-0.858901,-0.858901,0,All,#4682B4,0
10,2,64.417,38.0173,-1.56454,-1.56454,0,All,#4682B4,0
1,2,64.833,24.0742,0.647791,0.647791,0,All,#4682B4,0
2,2,64.833,24.275,0.465813,0.465813,0,All,#4682B4,0
3,2,64.833,25.6608,-0.781521,-0.781521,0,All,#4682B4,0
4,2,64.833,25.3002,-0.458291,-0.458291,0,All,#4682B4,0
5,2,64.833,24.3774,0.373179,0.373179,0,All,#4682B4,0
6,2,64.833,25.1722,-0.343398,-0.343398,0,All,#4682B4,0
7,2,64.833,23.4851,1.18314,1.18314,0,All,#4682B4,0
8,2,64.833,24.2125,0.522421,0.522421,0,All,#4682B4,0
9,2,64.833,24.0734,0.648481,0.648481,0,All,#4682B4,0
10,2,64.833,26.7459,-1.74799,-1.74799,0,All,#4682B4,0
1,2,65.833,13.5836,0.413063,0.413063,0,All,#4682B4,0
2,2,65.833,13.6108,0.387606,0.387606,0,All,#4682B4,0
3,2,65.833,14.4268,-0.37478,-0.37478,0,All,#4682B4,0
4,2,65.833,14.4177,-0.36633,-0.36633,0,All,#4682B4,0
5,2,65.833,13.1853,0.786313,0.786313,0,All,#4682B4,0
6,2,65.833,13.3369,0.644145,0.644145,0,All,#4682B4,0
7,2,65.833,14.2806,-0.23838,-0.23838,0,All,#4682B4,0
8,2,65.833,14.9184,-0.832506,-0.832506,0,All,#4682B4,0
9,2,65.833,12.5939,1.34185,1.34185,0,All,#4682B4,0
10,2,65.833,14.223,-0.184623,-0.184623,0,All,#4682B4,0
1,2,67.333,6.16118,1.11462,1.11462,0,All,#4682B4,0
2,2,67.333,7.21659,0.114249,0.114249,0,All,#4682B4,0
3,2,67.333,7.92574,-0.556419,-0.556419,0,All,#4682B4,0
4,2,67.333,7.27513,0.0588328,0.0588328,0,All,#4682B4,0
5,2,67.333,6.34204,0.943027,0.943027,0,All,#4682B4,0
6,2,67.333,6.23504,1.04454,1.04454,0,All,#4682B4,0
7,2,67.333,6.66579,0.63602,0.63602,0,All,#4682B4,0
8,2,67.333,7.93242,-0.562731,-0.562731,0,All,#4682B4,0
9,2,67.333,7.04992,0.272059,0.272059,0,All,#4682B4,0
10,2,67.333,6.17597,1.10058,1.10058,0,All,#4682B4,0
1,2,69.333,1.70116,0.863726,0.863726,0,All,#4682B4,0
2,2,69.333,2.91595,-0.291112,-0.291112,0,All,#4682B4,0
3,2,69.333,3.49435,-0.840462,-0.840462,0,All,#4682B4,0
4,2,69.333,2.64582,-0.034411,-0.034411,0,All,#4682B4,0
5,2,69.333,2.34825,0.248435,0.248435,0,All,#4682B4,0
6,2,69.333,2.15155,0.435441,0.435441,0,All,#4682B4,0
7,2,69.333,1.97297,0.605244,0.605244,0,All,#4682B4,0
8,2,69.333,3.08092,-0.447835,-0.447835,0,All,#4682B4,0
9,2,69.333,3.31783,-0.672848,-0.672848,0,All,#4682B4,0
10,2,69.333,1.61859,0.942255,0.942255,0,All,#4682B4,0
1,2,71.833,-0.316448,0.811017,0.618092,1,All,#4682B4,0
2,2,71.833,0.470361,0.0627538,-0.31012,1,All,#4682B4,0
3,2,71.833,0.837352,-0.286242,-0.444346,1,All,#4682B4,0
4,2,71.833,0.215798,0.304848,-0.188547,1,All,#4682B4,0
5,2,71.833,0.198984,0.320838,-0.0642348,1,All,#4682B4,0
6,2,71.833,0.0434279,0.468776,0.395039,1,All,#4682B4,0
7,2,71.833,-0.201767,0.701959,0.348876,1,All,#4682B4,0
8,2,71.833,0.442832,0.0889342,-0.409587,1,All,#4682B4,0
9,2,71.833,0.926983,-0.371472,-0.391528,1,All,#4682B4,0
10,2,71.833,-0.374945,0.866646,0.829573,1,All,#4682B4,0
1,3,168.417,28.8405,-0.0168081,-0.0168081,0,All,#4682B4,0
2,3,168.417,29.1644,-0.303288,-0.303288,0,All,#4682B4,0
3,3,168.417,29.087,-0.234912,-0.234912,0,All,#4682B4,0
4,3,168.417,29.8918,-0.943329,-0.943329,0,All,#4682B4,0
5,3,168.417,29.4366,-0.54332,-0.54332,0,All,#4682B4,0
6,3,168.417,29.1994,-0.334176,-0.334176,0,All,#4682B4,0
7,3,168.417,27.1181,1.52044,1.52044,0,All,#4682B4,0
8,3,168.417,28.9477,-0.111699,-0.111699,0,All,#4682B4,0
9,3,168.417,27.6601,1.03413,1.03413,0,All,#4682B4,0
10,3,168.417,26.6097,1.97856,1.97856,0,All,#4682B4,0
1,3,168.833,21.9967,0.841893,0.841893,0,All,#4682B4,0
2,3,168.833,23.6002,-0.615627,-0.615627,0,All,#4682B4,0
3,3,168.833,23.1493,-0.207643,-0.207643,0,All,#4682B4,0
4,3,168.833,23.5284,-0.550791,-0.550791,0,All,#4682B4,0
5,3,168.833,22.3975,0.475906,0.475906,0,All,#4682B4,0
6,3,168.833,23.6741,-0.682379,-0.682379,0,All,#4682B4,0
7,3,168.833,22.0195,0.821034,0.821034,0,All,#4682B4,0
8,3,168.833,22.6948,0.205176,0.205176,0,All,#4682B4,0
9,3,168.833,23.1708,-0.227093,-0.227093,0,All,#4682B4,0
10,3,168.833,22.4998,0.382649,0.382649,0,All,#4682B4,0
1,3,169.5,15.4578,0.495458,0.495458,0,All,#4682B4,0
2,3,169.5,16.9771,-0.914671,-0.914671,0,All,#4682B4,0
3,3,169.5,18.032,-1.88624,-1.88624,0,All,#4682B4,0
4,3,169.5,17.443,-1.3446,-1.3446,0,All,#4682B4,0
5,3,169.5,16.2148,-0.208643,-0.208643,0,All,#4682B4,0
6,3,169.5,17.0916,-1.02045,-1.02045,0,All,#4682B4,0
7,3,169.5,16.4621,-0.438013,-0.438013,0,All,#4682B4,0
8,3,169.5,16.8956,-0.839391,-0.839391,0,All,#4682B4,0
9,3,169.5,17.4664,-1.36619,-1.36619,0,All,#4682B4,0
10,3,169.5,17.2198,-1.13876,-1.13876,0,All,#4682B4,0
1,3,171.333,7.77121,0.245014,0.245014,0,All,#4682B4,0
2,3,171.333,7.52031,0.482485,0.482485,0,All,#4682B4,0
3,3,171.333,9.727,-1.59977,-1.59977,0,All,#4682B4,0
4,3,171.333,7.4785,0.522072,0.522072,0,All,#4682B4,0
5,3,171.333,7.77001,0.246155,0.246155,0,All,#4682B4,0
6,3,171.333,7.25084,0.737692,0.737692,0,All,#4682B4,0
7,3,171.333,7.39484,0.601288,0.601288,0,All,#4682B4,0
8,3,171.333,7.24044,0.747552,0.747552,0,All,#4682B4,0
9,3,171.333,8.0948,-0.0609976,-0.0609976,0,All,#4682B4,0
10,3,171.333,8.00484,0.0240414,0.0240414,0,All,#4682B4,0
1,3,173.333,4.02954,-1.30188,-1.30188,0,All,#4682B4,0
2,3,173.333,3.78776,-1.07247,-1.07247,0,All,#4682B4,0
3,3,173.333,4.71622,-1.95287,-1.95287,0,All,#4682B4,0
4,3,173.333,2.5528,0.100522,0.100522,0,All,#4682B4,0
5,3,173.333,3.25529,-0.566946,-0.566946,0,All,#4682B4,0
6,3,173.333,2.72458,-0.0627365,-0.0627365,0,All,#4682B4,0
7,3,173.333,2.71068,-0.0495236,-0.0495236,0,All,#4682B4,0
8,3,173.333,2.45713,0.191468,0.191468,0,All,#4682B4,0
9,3,173.333,3.49694,-0.796415,-0.796415,0,All,#4682B4,0
10,3,173.333,3.10448,-0.423693,-0.423693,0,All,#4682B4,0
1,3,175.167,2.03119,-0.552976,-0.552976,0,All,#4682B4,0
2,3,175.167,2.38971,-0.893678,-0.893678,0,All,#4682B4,0
3,3,175.167,2.16112,-0.676462,-0.676462,0,All,#4682B4,0
4,3,175.167,0.52508,0.879133,0.879133,0,All,#4682B4,0
5,3,175.167,1.135,0.299075,0.299075,0,All,#4682B4,0
6,3,175.167,0.799841,0.617816,0.617816,0,All,#4682B4,0
7,3,175.167,0.686068,0.726022,0.726022,0,All,#4682B4,0
8,3,175.167,0.483867,0.91833,0.91833,0,All,#4682B4,0
9,3,175.167,1.5367,-0.0828994,-0.0828994,0,All,#4682B4,0
10,3,175.167,0.931122,0.492963,0.492963,0,All,#4682B4,0
1,4,128.583,34.1269,-0.0494971,-0.0494971,0,All,#4682B4,0
2,4,128.583,32.1111,1.70767,1.70767,0,All,#4682B4,0
3,4,128.583,32.597,1.28084,1.28084,0,All,#4682B4,0
4,4,128.583,33.0802,0.85843,0.85843,0,All,#4682B4,0
5,4,128.583,31.8237,1.96106,1.96106,0,All,#4682B4,0
6,4,128.583,32.723,1.1705,1.1705,0,All,#4682B4,0
7,4,128.583,35.072,-0.860968,-0.860968,0,All,#4682B4,0
8,4,128.583,32.5306,1.33901,1.33901,0,All,#4682B4,0
9,4,128.583,33.1532,0.794853,0.794853,0,All,#4682B4,0
10,4,128.583,32.3429,1.5038,1.5038,0,All,#4682B4,0
1,4,129,27.4502,-1.85152,-1.85152,0,All,#4682B4,0
2,4,129,27.3493,-1.76243,-1.76243,0,All,#4682B4,0
3,4,129,27.7418,-2.10873,-2.10873,0,All,#4682B4,0
4,4,129,27.7484,-2.11451,-2.11451,0,All,#4682B4,0
5,4,129,25.0378,0.301656,0.301656,0,All,#4682B4,0
6,4,129,27.1767,-1.6097,-1.6097,0,All,#4682B4,0
7,4,129,25.4505,-0.0698512,-0.0698512,0,All,#4682B4,0
8,4,129,26.7769,-1.25517,-1.25517,0,All,#4682B4,0
9,4,129,26.1905,-0.732805,-0.732805,0,All,#4682B4,0
10,4,129,25.7808,-0.36632,-0.36632,0,All,#4682B4,0
1,4,130,19.9095,-0.737101,-0.737101,0,All,#4682B4,0
2,4,130,19.1598,-0.0488794,-0.0488794,0,All,#4682B4,0
3,4,130,19.0735,0.0305648,0.0305648,0,All,#4682B4,0
4,4,130,19.544,-0.401982,-0.401982,0,All,#4682B4,0
5,4,130,17.4067,1.57347,1.57347,0,All,#4682B4,0
6,4,130,19.1645,-0.0531642,-0.0531642,0,All,#4682B4,0
7,4,130,17.5693,1.42232,1.42232,0,All,#4682B4,0
8,4,130,18.4834,0.574956,0.574956,0,All,#4682B4,0
9,4,130,17.6034,1.39056,1.39056,0,All,#4682B4,0
10,4,130,18.0799,0.948399,0.948399,0,All,#4682B4,0
1,4,131.5,12.4696,-1.07557,-1.07557,0,All,#4682B4,0
2,4,131.5,11.0644,0.242855,0.242855,0,All,#4682B4,0
3,4,131.5,11.1195,0.191034,0.191034,0,All,#4682B4,0
4,4,131.5,11.3901,-0.0634347,-0.0634347,0,All,#4682B4,0
5,4,131.5,10.5223,0.753506,0.753506,0,All,#4682B4,0
6,4,131.5,11.2174,0.0989027,0.0989027,0,All,#4682B4,0
7,4,131.5,10.9188,0.379919,0.379919,0,All,#4682B4,0
8,4,131.5,10.4294,0.841123,0.841123,0,All,#4682B4,0
9,4,131.5,10.1602,1.09513,1.09513,0,All,#4682B4,0
10,4,131.5,11.7844,-0.433638,-0.433638,0,All,#4682B4,0
1,4,133.5,6.45108,-1.38283,-1.38283,0,All,#4682B4,0
2,4,133.5,5.02833,-0.0349713,-0.0349713,0,All,#4682B4,0
3,4,133.5,5.45086,-0.435691,-0.435691,0,All,#4682B4,0
4,4,133.5,5.2588,-0.253584,-0.253584,0,All,#4682B4,0
5,4,133.5,5.13388,-0.135103,-0.135103,0,All,#4682B4,0
6,4,133.5,5.20994,-0.207247,-0.207247,0,All,#4682B4,0
7,4,133.5,5.56959,-0.548234,-0.548234,0,All,#4682B4,0
8,4,133.5,4.55373,0.415509,0.415509,0,All,#4682B4,0
9,4,133.5,4.61519,0.357154,0.357154,0,All,#4682B4,0
10,4,133.5,6.57696,-1.50186,-1.50186,0,All,#4682B4,0
1,4,135.833,2.67649,-0.623146,-0.623146,0,All,#4682B4,0
2,4,135.833,1.6113,0.389368,0.389368,0,All,#4682B4,0
3,4,135.833,2.16847,-0.140355,-0.140355,0,All,#4682B4,0
4,4,135.833,1.75094,0.256588,0.256588,0,All,#4682B4,0
5,4,135.833,1.87654,0.137171,0.137171,0,All,#4682B4,0
6,4,135.833,1.75011,0.25738,0.25738,0,All,#4682B4,0
7,4,135.833,2.22057,-0.189879,-0.189879,0,All,#4682B4,0
8,4,135.833,1.31701,0.669227,0.669227,0,All,#4682B4,0
9,4,135.833,1.44885,0.543846,0.543846,0,All,#4682B4,0
10,4,135.833,3.07019,-0.997103,-0.997103,0,All,#4682B4,0
1,5,88.583,41.2146,-0.21562,-0.21562,0,All,#4682B4,0
2,5,88.583,38.4857,2.08175,2.08175,0,All,#4682B4,0
3,5,88.583,41.7915,-0.69221,-0.69221,0,All,#4682B4,0
4,5,88.583,39.5676,1.16257,1.16257,0,All,#4682B4,0
5,5,88.583,39.5145,1.20738,1.20738,0,All,#4682B4,0
6,5,88.583,40.5353,0.349634,0.349634,0,All,#4682B4,0
7,5,88.583,40.8729,0.0682185,0.0682185,0,All,#4682B4,0
8,5,88.583,39.3378,1.3569,1.3569,0,All,#4682B4,0
9,5,88.583,40.1534,0.669378,0.669378,0,All,#4682B4,0
10,5,88.583,40.6327,0.268349,0.268349,0,All,#4682B4,0
1,5,89,31.3184,-1.17078,-1.17078,0,All,#4682B4,0
2,5,89,29.1622,0.724087,0.724087,0,All,#4682B4,0
3,5,89,31.8922,-1.66833,-1.66833,0,All,#4682B4,0
4,5,89,30.5271,-0.479911,-0.479911,0,All,#4682B4,0
5,5,89,30.9031,-0.808849,-0.808849,0,All,#4682B4,0
6,5,89,29.9137,0.059201,0.059201,0,All,#4682B4,0
7,5,89,30.3395,-0.315348,-0.315348,0,All,#4682B4,0
8,5,89,29.2324,0.661752,0.661752,0,All,#4682B4,0
9,5,89,30.6967,-0.628481,-0.628481,0,All,#4682B4,0
10,5,89,30.9609,-0.85937,-0.85937,0,All,#4682B4,0
1,5,90,17.4466,0.595191,0.595191,0,All,#4682B4,0
2,5,90,16.0578,1.88822,1.88822,0,All,#4682B4,0
3,5,90,17.6717,0.386596,0.386596,0,All,#4682B4,0
4,5,90,17.1609,0.860333,0.860333,0,All,#4682B4,0
5,5,90,17.9239,0.153301,0.153301,0,All,#4682B4,0
6,5,90,16.9636,1.04377,1.04377,0,All,#4682B4,0
7,5,90,17.1001,0.916821,0.916821,0,All,#4682B4,0
8,5,90,18.1135,-0.0219284,-0.0219284,0,All,#4682B4,0
9,5,90,17.1187,0.899578,0.899578,0,All,#4682B4,0
10,5,90,17.601,0.452145,0.452145,0,All,#4682B4,0
1,5,91.5,9.26913,1.22109,1.22109,0,All,#4682B4,0
2,5,91.5,8.37809,2.06481,2.06481,0,All,#4682B4,0
3,5,91.5,8.96444,1.50936,1.50936,0,All,#4682B4,0
4,5,91.5,8.63732,1.81913,1.81913,0,All,#4682B4,0
5,5,91.5,9.29232,1.19916,1.19916,0,All,#4682B4,0
6,5,91.5,10.2063,0.3362,0.3362,0,All,#4682B4,0
7,5,91.5,10.1917,0.35,0.35,0,All,#4682B4,0
8,5,91.5,11.4596,-0.842369,-0.842369,0,All,#4682B4,0
9,5,91.5,8.96377,1.50999,1.50999,0,All,#4682B4,0
10,5,91.5,10.0202,0.511688,0.511688,0,All,#4682B4,0
1,5,93.5,5.77301,-1.52637,-1.52637,0,All,#4682B4,0
2,5,93.5,5.24854,-1.02965,-1.02965,0,All,#4682B4,0
3,5,93.5,5.21366,-0.996598,-0.996598,0,All,#4682B4,0
4,5,93.5,4.96817,-0.763892,-0.763892,0,All,#4682B4,0
5,5,93.5,5.27314,-1.05297,-1.05297,0,All,#4682B4,0
6,5,93.5,6.60202,-2.31021,-2.31021,0,All,#4682B4,0
7,5,93.5,6.85177,-2.54599,-2.54599,0,All,#4682B4,0
8,5,93.5,6.62796,-2.33471,-2.33471,0,All,#4682B4,0
9,5,93.5,5.75568,-1.50997,-1.50997,0,All,#4682B4,0
10,5,93.5,6.99443,-2.68061,-2.68061,0,All,#4682B4,0
1,5,95.833,4.03525,1.62302,1.62302,0,All,#4682B4,0
2,5,95.833,3.80904,1.83812,1.83812,0,All,#4682B4,0
3,5,95.833,3.49068,2.14094,2.14094,0,All,#4682B4,0
4,5,95.833,3.45638,2.17358,2.17358,0,All,#4682B4,0
5,5,95.833,3.47026,2.16037,2.16037,0,All,#4682B4,0
6,5,95.833,4.1108,1.55119,1.55119,0,All,#4682B4,0
7,5,95.833,4.62848,1.05919,1.05919,0,All,#4682B4,0
8,5,95.833,3.30081,2.32159,2.32159,0,All,#4682B4,0
9,5,95.833,4.49258,1.18831,1.18831,0,All,#4682B4,0
10,5,95.833,5.52718,0.206014,0.206014,0,All,#4682B4,0
1,6,64.583,29.5235,-0.536514,-0.536514,0,All,#4682B4,0
2,6,64.583,30.0121,-0.965705,-0.965705,0,All,#4682B4,0
3,6,64.583,28.9018,0.0123934,0.0123934,0,All,#4682B4,0
4,6,64.583,30.8479,-1.69512,-1.69512,0,All,#4682B4,0
5,6,64.583,28.3876,0.468815,0.468815,0,All,#4682B4,0
6,6,64.583,30.0912,-1.03495,-1.03495,0,All,#4682B4,0
7,6,64.583,28.007,0.807966,0.807966,0,All,#4682B4,0
8,6,64.583,29.0957,-0.159157,-0.159157,0,All,#4682B4,0
9,6,64.583,29.9799,-0.937412,-0.937412,0,All,#4682B4,0
10,6,64.583,29.6884,-0.681537,-0.681537,0,All,#4682B4,0
1,6,65,23.8649,0.646488,0.646488,0,All,#4682B4,0
2,6,65,24.7595,-0.162362,-0.162362,0,All,#4682B4,0
3,6,65,23.3872,1.08076,1.08076,0,All,#4682B4,0
4,6,65,25.5351,-0.858895,-0.858895,0,All,#4682B4,0
5,6,65,23.9763,0.545467,0.545467,0,All,#4682B4,0
6,6,65,24.0761,0.454992,0.454992,0,All,#4682B4,0
7,6,65,23.453,1.02081,1.02081,0,All,#4682B4,0
8,6,65,22.7566,1.65645,1.65645,0,All,#4682B4,0
9,6,65,23.7802,0.723316,0.723316,0,All,#4682B4,0
10,6,65,24.7551,-0.158389,-0.158389,0,All,#4682B4,0
1,6,66,15.1844,1.6673,1.6673,0,All,#4682B4,0
2,6,66,16.1211,0.792694,0.792694,0,All,#4682B4,0
3,6,66,15.741,1.14708,1.14708,0,All,#4682B4,0
4,6,66,16.5044,0.436176,0.436176,0,All,#4682B4,0
5,6,66,16.4016,0.531677,0.531677,0,All,#4682B4,0
6,6,66,15.7933,1.09827,1.09827,0,All,#4682B4,0
7,6,66,15.8355,1.05891,1.05891,0,All,#4682B4,0
8,6,66,15.2076,1.64556,1.64556,0,All,#4682B4,0
9,6,66,15.5342,1.34017,1.34017,0,All,#4682B4,0
10,6,66,16.5873,0.359106,0.359106,0,All,#4682B4,0
1,6,67.5,9.0031,-1.27881,-1.27881,0,All,#4682B4,0
2,6,67.5,9.15092,-1.41801,-1.41801,0,All,#4682B4,0
3,6,67.5,9.95532,-2.17416,-2.17416,0,All,#4682B4,0
4,6,67.5,9.06145,-1.33376,-1.33376,0,All,#4682B4,0
5,6,67.5,9.08663,-1.35747,-1.35747,0,All,#4682B4,0
6,6,67.5,9.84829,-2.07369,-2.07369,0,All,#4682B4,0
7,6,67.5,9.40588,-1.65792,-1.65792,0,All,#4682B4,0
8,6,67.5,9.21814,-1.48128,-1.48128,0,All,#4682B4,0
9,6,67.5,9.0169,-1.29181,-1.29181,0,All,#4682B4,0
10,6,67.5,9.98184,-2.19905,-2.19905,0,All,#4682B4,0
1,6,69.5,5.50452,0.230589,0.230589,0,All,#4682B4,0
2,6,69.5,4.7113,0.983598,0.983598,0,All,#4682B4,0
3,6,69.5,5.61336,0.127357,0.127357,0,All,#4682B4,0
4,6,69.5,4.58,1.10833,1.10833,0,All,#4682B4,0
5,6,69.5,3.81413,1.83637,1.83637,0,All,#4682B4,0
6,6,69.5,5.60663,0.133739,0.133739,0,All,#4682B4,0
7,6,69.5,4.99547,0.713714,0.713714,0,All,#4682B4,0
8,6,69.5,4.57709,1.1111,1.1111,0,All,#4682B4,0
9,6,69.5,4.22717,1.44365,1.44365,0,All,#4682B4,0
10,6,69.5,5.78843,-0.0386507,-0.0386507,0,All,#4682B4,0
1,6,71.833,3.45539,-0.390604,-0.390604,0,All,#4682B4,0
2,6,71.833,2.17663,0.824728,0.824728,0,All,#4682B4,0
3,6,71.833,2.67382,0.35202,0.35202,0,All,#4682B4,0
4,6,71.833,2.35753,0.652717,0.652717,0,All,#4682B4,0
5,6,71.833,0.953111,1.98852,1.98852,0,All,#4682B4,0
6,6,71.833,2.74364,0.285658,0.285658,0,All,#4682B4,0
7,6,71.833,2.31403,0.694078,0.694078,0,All,#4682B4,0
8,6,71.833,1.69464,1.28313,1.28313,0,All,#4682B4,0
9,6,71.833,1.38826,1.57457,1.57457,0,All,#4682B4,0
10,6,71.833,3.32828,-0.269875,-0.269875,0,All,#4682B4,0
1,7,64.333,26.2888,1.38225,1.38225,0,All,#4682B4,0
2,7,64.333,28.88,-0.928167,-0.928167,0,All,#4682B4,0
3,7,64.333,27.6698,0.144285,0.144285,0,All,#4682B4,0
4,7,64.333,27.0242,0.72124,0.72124,0,All,#4682B4,0
5,7,64.333,26.5337,1.16171,1.16171,0,All,#4682B4,0
6,7,64.333,28.9666,-1.00444,-1.00444,0,All,#4682B4,0
7,7,64.333,28.8534,-0.904725,-0.904725,0,All,#4682B4,0
8,7,64.333,27.0475,0.700315,0.700315,0,All,#4682B4,0
9,7,64.333,27.5096,0.287135,0.287135,0,All,#4682B4,0
