rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
0,1,1.58896,-0.790918,1.13413,0.207955,0
1,1,1.54921,-0.373352,1.08762,-0.35699,0
2,1,1.57768,-0.890998,1.4136,0.984125,0
3,1,1.81255,0.324121,0.887697,-0.611341,0
4,1,1.47049,-1.66964,0.966887,0.457198,0
5,1,2.19556,-0.0434914,1.05135,0.517009,0
6,1,1.63537,-1.34956,1.15245,1.34264,0
7,1,1.73849,-1.99625,1.18711,0.54285,0
8,1,1.93582,-0.353542,0.988676,-0.340512,0
9,1,1.83234,-0.388936,1.03855,-0.112412,0
0,2,0.882278,0.126941,-0.520154,-1.44928,0
1,2,0.866034,0.924326,-1.77746,0.0731635,0
2,2,0.484308,-0.490648,-0.497833,0.565432,0
3,2,0.747241,0.263547,-0.670185,-0.209838,0
4,2,0.800135,0.388918,-0.889437,1.46192,0
5,2,0.544153,-0.506858,-1.17389,-1.50778,0
6,2,0.608946,-0.293252,-0.750663,0.15856,0
7,2,0.644409,0.0708112,-0.320063,-1.22059,0
8,2,0.955425,1.22382,-1.07609,-0.252732,0
9,2,0.901086,0.70834,-0.688105,0.166139,0
0,3,0.972366,1.23713,-0.117729,2.0292,0
1,3,1.03746,1.83273,-2.01962,-2.12759,0
2,3,1.40193,2.83917,0.241734,0.134601,0
3,3,1.16456,-0.201268,0.223825,0.0493017,0
4,3,1.02453,2.08946,-0.374343,-1.61562,0
5,3,0.755911,1.59152,-0.592654,0.922641,0
6,3,0.897633,1.4361,0.134285,0.479039,0
7,3,0.822509,-0.274986,-0.0755336,0.423813,0
8,3,0.583976,0.534682,-0.300301,-0.725472,0
9,3,1.27769,0.976617,0.426104,0.496656,0
0,4,0.110269,-0.149611,-0.0824918,-0.968636,0
1,4,-0.349745,0.786506,-1.0519,-1.64194,0
2,4,-0.544706,0.185972,-1.28751,-0.80638,0
3,4,-0.194734,-0.103032,-0.439933,1.24752,0
4,4,-0.287515,-0.45867,-0.374417,0.294476,0
5,4,-0.513774,0.111377,-0.704143,0.125894,0
6,4,-0.444723,1.23854,-1.39665,0.455861,0
7,4,-0.359415,0.0323305,-0.144783,-0.463524,0
8,4,0.108847,0.288447,0.00424645,1.37281,0
9,4,-0.138116,1.18098,-0.459649,0.0040179,0
0,5,-0.591293,-1.07187,0.200224,-0.668443,0
1,5,-0.596941,-2.00718,0.390715,-0.069072,0
2,5,-0.526445,-1.28055,0.230201,1.61539,0
3,5,-0.569505,-1.11476,0.299756,0.363354,0
4,5,-0.383593,-0.529794,0.159479,0.922496,0
5,5,-0.208327,-0.742097,0.36346,-0.372711,0
6,5,-0.879092,-0.677278,0.230318,1.34851,0
7,5,-0.708179,0.0287759,0.440817,-1.37702,0
8,5,-0.398106,-1.0423,0.210287,2.3354,0
9,5,-0.960158,-1.12159,0.0406067,0.615786,0
0,6,0.369861,1.08197,0.43264,-0.960037,0
1,6,0.231234,-0.776763,0.652922,-1.19602,0
2,6,0.664035,0.348531,0.463896,-0.325111,0
3,6,0.216903,-0.91165,0.340751,-0.248298,0
4,6,0.221176,-0.0535613,0.527514,-0.391012,0
5,6,-0.0503235,-0.993518,0.222988,-0.334536,0
6,6,0.57203,0.0835506,0.428921,-1.61496,0
7,6,0.00426792,0.797287,-0.0709134,1.59054,0
8,6,0.0245469,0.752004,0.323585,1.67673,0
9,6,-0.537992,-0.655831,-0.010123,2.17028,0
0,7,-1.93949,1.06005,1.66771,-0.0685076,0
1,7,-1.53776,-0.91887,1.33773,1.05932,0
2,7,-1.88869,-0.527672,1.23985,2.42018,0
3,7,-1.9979,0.776574,2.31705,0.116131,0
4,7,-1.59856,1.1433,1.46091,-0.615401,0
5,7,-1.54301,0.156524,1.89356,1.41085,0
6,7,-2.06968,1.88644,1.47354,0.248534,0
7,7,-1.78942,0.815379,2.32613,-0.000882412,0
8,7,-1.68498,0.027967,1.91731,0.850433,0
9,7,-2.02591,-0.612836,2.15861,0.0866733,0
0,8,-1.12368,-0.7884,-0.748855,-1.42983,0
1,8,-1.33366,-0.565607,-2.41437,0.0898474,0
2,8,-1.13132,-0.106089,-1.21808,1.38651,0
3,8,-1.37175,-1.34934,-0.615726,0.713427,0
4,8,-1.19163,-0.583292,-1.78025,0.36175,0
5,8,-1.23555,0.142345,-2.0535,0.26003,0
6,8,-1.36999,-0.653317,-0.698598,-0.837588,0
7,8,-1.25179,-0.327897,-0.744885,0.536709,0
8,8,-1.37441,-0.165495,-1.41843,1.3429,0
9,8,-1.37562,-1.00362,-0.342885,-0.17081,0
0,9,0.973433,-0.0811267,-1.09811,-1.54163,0
1,9,1.09254,0.389927,-1.03738,0.954761,0
2,9,1.04726,0.294429,-0.897555,-0.700551,0
3,9,1.36638,1.03888,-1.13371,0.253265,0
4,9,1.23712,1.23467,-1.30198,0.896061,0
5,9,0.923616,0.735445,-1.05686,0.738062,0
6,9,0.685235,-0.229287,-1.12471,0.489155,0
