rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
0,1,0.876669,-0.19427,0.263535,1.21983,0
1,1,1.11801,-0.80699,0.604065,1.21381,0
2,1,0.854417,-1.03331,0.578587,1.27276,0
3,1,1.20181,-0.180605,0.162898,1.66058,0
4,1,1.10088,-0.537122,0.276871,1.84413,0
5,1,1.46024,0.00709656,0.0262358,1.83439,0
6,1,1.33231,-0.45493,0.149357,1.30197,0
7,1,1.35277,-0.461582,-0.0210764,0.87301,0
8,1,1.49862,-1.4294,0.593381,0.806366,0
9,1,1.20251,-0.33581,0.133631,1.95088,0
0,2,1.28939,-0.240574,-0.746254,-0.885749,0
1,2,0.973698,-0.529619,-0.635667,0.118443,0
2,2,1.15643,0.0582254,-1.56274,-1.0142,0
3,2,0.856887,-0.298657,-1.23489,-0.62021,0
4,2,1.1543,-0.140663,-0.776271,-0.877929,0
5,2,0.793749,-0.0911213,-1.4343,-0.851589,0
6,2,1.00083,-0.660204,-0.186726,-0.323521,0
7,2,0.896479,-1.31072,0.512863,-0.32707,0
8,2,0.800878,-0.46549,-0.980118,0.214628,0
9,2,1.09718,0.0738936,-1.71855,-1.13863,0
0,3,1.16485,0.959253,-0.515462,-0.25468,0
1,3,1.12859,1.12816,-1.54758,-0.000555724,0
2,3,0.678111,0.791629,1.15408,-1.11946,0
3,3,0.919111,-0.99175,1.29559,0.339601,0
4,3,0.919788,0.55242,-0.303235,-0.249668,0
5,3,1.09958,1.00179,-2.21739,-1.40651,0
6,3,1.24581,1.16006,-1.18517,-1.13747,0
7,3,1.01132,-0.633522,1.02822,0.341991,0
8,3,0.779443,1.17954,-1.80598,-1.37538,0
9,3,1.26188,1.04219,-0.776764,-1.66914,0
0,4,-0.680643,0.0368575,-0.431496,-0.237722,0
1,4,-0.272779,0.479822,-1.0365,-0.79377,0
2,4,-0.345903,-0.252439,-0.181747,-0.441773,0
3,4,-0.275809,-0.558159,0.476301,0.00932887,0
4,4,-0.240541,-0.915994,0.604677,-0.0233108,0
5,4,-0.381,0.143337,-0.161458,-0.723809,0
6,4,-0.427836,-0.214445,-0.449494,-0.399481,0
7,4,-0.124409,-0.222996,0.423304,-0.422333,0
8,4,-0.0493942,-0.0245443,-0.470233,-0.759257,0
9,4,-0.274439,-1.20314,0.65904,0.177281,0
0,5,-0.524627,-0.237,-2.59038,1.32074,0
1,5,-0.335167,-0.79961,-1.35158,-0.402077,0
2,5,-0.664043,-0.568718,-1.73491,1.01966,0
3,5,-0.405728,-0.935006,-1.42837,-0.334936,0
4,5,-0.41796,-0.271702,-2.31379,0.0785601,0
5,5,-0.646119,-0.797031,-1.40963,0.341873,0
6,5,-0.488583,-0.662291,-1.39348,-0.153096,0
7,5,-0.798069,-1.13911,-0.524657,-0.295553,0
8,5,-0.625132,-0.51787,-1.50923,0.29919,0
9,5,-0.718652,-0.377355,-1.78826,0.598236,0
0,6,0.353909,0.79249,0.231228,-0.860219,0
1,6,0.567766,0.682224,-0.0662186,-1.1786,0
2,6,0.216843,0.700184,0.446755,-0.545198,0
3,6,0.416334,-0.347893,0.657062,-0.0760509,0
4,6,0.311736,1.02939,-2.49276,-0.861081,0
5,6,0.193295,-0.9933,1.44802,0.194113,0
6,6,0.442707,0.98951,0.2762,-1.3909,0
7,6,0.464946,0.458258,0.472894,-0.506143,0
8,6,0.308834,0.571291,0.544357,-1.15481,0
9,6,0.0254953,-0.643607,0.820496,0.152835,0
0,7,-1.58674,2.77075,-0.586536,0.0100108,0
1,7,-1.45792,2.38687,-1.17912,0.459488,0
2,7,-1.73923,2.50089,-0.448943,-0.480701,0
3,7,-1.86622,2.32732,0.116935,0.241743,0
4,7,-1.78643,2.45168,0.352896,0.310534,0
5,7,-1.62894,2.62786,-0.580774,0.617381,0
