rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
0,1,1.25985,-1.12461,0.396101,1.14297,0
1,1,1.13066,-0.947754,0.51658,1.49388,0
2,1,1.02289,0.0766103,0.186455,1.90856,0
3,1,1.31119,-0.313724,0.594467,1.26146,0
4,1,1.29785,-0.18506,0.396583,1.36661,0
5,1,1.18803,-0.917738,0.554215,1.46452,0
6,1,1.39891,0.109084,0.390749,1.47561,0
7,1,1.00893,-1.47462,0.637325,1.4804,0
8,1,1.11843,-0.108164,0.495975,0.8779,0
9,1,0.796176,-0.590837,0.72364,1.31179,0
0,2,1.05616,-0.541864,-0.543034,-0.517942,0
1,2,0.830309,-0.747345,0.310228,-0.230466,0
2,2,0.601824,-0.930814,0.00967148,0.0627964,0
3,2,0.5446,-1.27726,-0.217298,0.0883568,0
4,2,0.741167,-0.673883,0.0799092,-0.4069,0
5,2,0.706194,-0.864124,-0.472052,0.137879,0
6,2,0.712615,-0.351088,-0.774073,-0.648181,0
7,2,0.922595,-0.277454,-0.427424,-0.716734,0
8,2,1.01379,-0.559455,-0.113186,-0.381463,0
9,2,0.913487,-0.840836,-0.300487,-0.250448,0
0,3,0.648108,0.396347,-0.562996,0.020701,0
1,3,1.31987,0.923573,-1.81215,-0.46215,0
2,3,1.09596,0.21572,-0.0195368,-0.249404,0
3,3,1.00619,1.04084,-0.856581,-0.18032,0
4,3,1.13978,-0.0968464,1.08046,-0.0557275,0
5,3,0.849055,0.413818,0.291901,0.0280081,0
6,3,1.04227,0.649599,0.357996,-0.751176,0
7,3,0.868704,0.0626172,0.329856,-0.259829,0
8,3,1.24954,0.700371,-0.062142,-0.335479,0
9,3,0.910979,0.538245,-0.356447,-0.482978,0
0,4,-0.331941,-0.18954,-0.194118,-0.661739,0
1,4,-0.30737,-1.13151,0.633453,-0.122944,0
2,4,-0.377984,-0.122311,1.34905,-0.859178,0
3,4,-0.560879,-2.194,1.06246,0.325414,0
4,4,-0.393966,-1.01115,0.616505,-0.28426,0
5,4,-0.28682,-1.66548,1.17199,0.0828502,0
6,4,-0.124286,-0.0240635,-0.52738,-0.456405,0
7,4,-0.338925,0.625604,-1.49604,-1.33399,0
8,4,-0.634561,-0.0400446,0.234914,-0.39469,0
9,4,-0.249189,0.394126,-0.504013,-1.43331,0
0,5,-0.885152,-1.31883,-1.11274,-0.205326,0
1,5,-0.567221,-0.250845,-1.53063,0.458093,0
2,5,-0.349834,-0.58273,-1.24673,1.26146,0
3,5,-0.464488,-0.384953,-2.06149,0.292157,0
4,5,-0.577752,-0.500089,-1.62431,0.359335,0
5,5,-0.482407,-0.386886,-1.51303,1.15865,0
6,5,-0.51217,-0.216083,-1.67807,0.972506,0
7,5,-0.774733,-0.490201,-1.49942,1.38635,0
8,5,-0.65357,-0.755725,-1.67421,0.896452,0
9,5,-0.366869,-0.609344,-1.47074,0.376166,0
0,6,0.0752226,0.609043,-1.15638,-0.529052,0
1,6,0.258977,1.13802,-1.63642,0.422004,0
2,6,-0.0698732,0.771371,-1.10731,0.881468,0
3,6,0.338244,1.40696,-1.55815,0.316871,0
4,6,0.478649,0.354217,-0.0479943,-0.734097,0
5,6,0.645705,0.343028,-0.401116,-0.981116,0
6,6,0.0160935,1.12009,-1.48302,0.803294,0
7,6,0.379995,-0.305263,0.568992,-0.223586,0
8,6,0.323757,0.972564,-1.15213,0.537726,0
9,6,0.250126,0.845785,-1.22182,0.289267,0
0,7,-1.91367,1.81284,0.850085,0.766723,0
1,7,-1.83365,1.82951,1.48441,0.562585,0
2,7,-1.53585,2.17684,0.241944,0.767774,0
3,7,-1.56518,2.51022,0.0086708,0.749429,0
4,7,-1.71996,0.318758,1.83268,1.16494,0
5,7,-1.79144,2.41142,1.39876,0.481088,0
6,7,-1.69187,2.48896,0.655459,-0.00668117,0
7,7,-1.84647,2.47369,1.17622,0.275239,0
8,7,-1.65697,0.1548,1.86731,1.11975,0
9,7,-1.63001,2.38153,-0.632706,0.394918,0
0,8,-1.04895,-0.522001,3.13384,-0.945788,0
1,8,-1.24371,-1.10311,1.00639,-0.456693,0
2,8,-1.148,-0.170037,0.739975,-1.4561,0
3,8,-0.991655,-0.295182,-0.411301,-1.3994,0
4,8,-1.23913,-0.541799,2.61322,-0.939948,0
5,8,-1.4228,-0.622734,0.758442,-1.05266,0
6,8,-1.2777,-0.517773,0.550846,-1.12023,0
7,8,-1.23621,-0.592414,-0.24323,-0.629945,0
8,8,-1.57905,-1.81286,1.80805,0.074545,0
9,8,-1.54063,-0.695977,0.224388,-0.637171,0
0,9,1.21927,0.0817032,0.225457,0.406508,0
1,9,1.28713,-0.627922,0.210025,0.482486,0
2,9,1.41927,-0.765451,0.583438,0.453446,0
3,9,1.49784,-0.40984,1.02109,0.07121,0
4,9,1.34005,0.819482,-0.0403241,0.254074,0
5,9,0.900609,-1.96587,0.760063,0.489531,0
6,9,1.1156,-0.583747,0.360707,0.199675,0
7,9,0.973791,-0.878946,0.410927,0.421606,0
8,9,1.01104,-2.54434,1.42901,0.70038,0
9,9,1.10731,-0.982327,0.618707,0.541489,0
0,10,1.32596,1.09308,0.16915,-0.859928,0
1,10,1.38463,-0.189142,0.943653,0.0512714,0
2,10,1.21803,1.5496,-1.19588,0.782665,0
3,10,1.25225,0.893751,0.307875,-0.209399,0
4,10,1.07215,-0.959884,1.30414,0.430567,0
5,10,1.80149,0.958185,-0.0538142,-0.701152,0
