rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
0,1,1.13133,-0.168871,0.493064,0.863377,0
1,1,1.00991,-0.799678,0.364085,1.48344,0
2,1,0.78521,-1.06891,0.530131,1.16728,0
3,1,1.1264,-0.324824,0.478731,1.1733,0
4,1,1.26953,-0.121096,0.309699,1.54863,0
5,1,1.55548,-0.5043,0.214382,1.36229,0
6,1,1.39817,-0.46906,0.273027,1.34222,0
7,1,0.964122,-0.62268,0.335844,1.38419,0
8,1,1.70645,-2.01402,0.563022,0.798256,0
9,1,1.61201,-0.376933,0.131141,1.36492,0
0,2,1.00101,-0.676299,-0.228303,0.00629829,0
1,2,0.863616,-0.680132,-0.866522,0.182859,0
2,2,0.887662,-0.134243,-1.22915,-0.497974,0
3,2,0.788957,-0.36129,-1.08129,-0.484718,0
4,2,0.829535,0.151058,-1.03456,0.965262,0
5,2,0.669276,-0.13895,-1.5548,-0.47837,0
6,2,0.92116,-1.41889,0.359331,0.074043,0
7,2,0.95439,-1.91158,0.596339,-0.211914,0
8,2,0.643365,-0.968199,-0.52209,0.184663,0
9,2,0.921021,-0.556472,-1.20497,-1.07038,0
0,3,1.29094,0.906658,-0.327661,-0.459313,0
1,3,0.720345,1.02708,-0.817848,-0.365573,0
2,3,0.703163,1.00325,0.983883,-1.1259,0
3,3,0.906656,0.259873,0.545971,-0.323446,0
4,3,1.03477,0.403052,-0.377407,-0.0676428,0
5,3,1.36663,0.746899,-1.49991,-1.66871,0
6,3,1.25348,1.26342,-0.537149,-1.48127,0
7,3,1.31052,-0.17412,1.78156,-0.23007,0
8,3,0.933983,0.765717,0.32874,-0.473354,0
9,3,1.16458,0.876495,0.452818,-0.376063,0
0,4,-0.598399,0.188537,0.0035605,-0.38141,0
1,4,-0.275171,0.54167,-0.253599,-1.91282,0
2,4,-0.41984,-0.58403,-0.306936,-0.159885,0
3,4,-0.420722,-0.671477,0.927041,-0.201206,0
4,4,-0.00955014,0.0894372,-0.0579638,-0.402061,0
5,4,-0.388551,-0.00680109,-0.430778,-0.892352,0
6,4,-0.31778,0.584738,-0.864763,-1.15874,0
7,4,-0.327795,-0.80154,0.597502,0.0244148,0
8,4,-0.12627,-1.29396,0.521559,0.0737652,0
9,4,-0.294961,-3.10362e-05,-0.809225,-0.967615,0
0,5,-0.727645,-0.571192,-1.52837,1.06559,0
1,5,-0.360476,-0.649937,-1.54991,0.474971,0
2,5,-0.499243,-0.349778,-1.8065,1.49152,0
3,5,-0.494715,-0.700823,-1.54639,0.0868735,0
4,5,-0.66085,-0.301268,-1.7937,1.19738,0
5,5,-0.626541,-1.0454,-0.851976,0.233096,0
6,5,-0.610607,-0.468983,-1.53233,1.06988,0
7,5,-0.64505,-0.84542,-0.832559,0.917105,0
8,5,-0.511397,-0.701961,-1.64258,0.751157,0
9,5,-0.438847,-0.516706,-1.44836,1.98054,0
0,6,0.458383,1.19601,-1.31898,-0.0860783,0
1,6,0.112357,1.17628,-1.41037,1.73577,0
2,6,0.248588,1.05225,-1.11639,0.0134277,0
3,6,0.156919,0.87197,-1.15175,0.182326,0
4,6,0.53719,1.30504,-2.33595,-0.542306,0
5,6,0.0926084,-0.100533,0.305375,-0.378838,0
6,6,0.381961,0.681798,-0.183635,-0.607388,0
7,6,0.383532,-0.473038,0.45873,-0.46102,0
8,6,0.372682,0.534638,-1.00635,-0.539868,0
9,6,0.120168,0.717004,-0.838917,-0.148608,0
0,7,-1.67007,2.69967,0.696338,-0.0238286,0
1,7,-1.62774,2.75995,-0.760068,0.334652,0
2,7,-1.77785,0.843783,1.74769,1.06881,0
3,7,-1.56548,1.41374,1.10948,1.01001,0
4,7,-1.76668,2.81712,0.369488,0.432166,0
5,7,-1.63074,2.50941,0.491125,0.640986,0
6,7,-1.82531,1.05427,1.09283,1.19841,0
7,7,-1.84876,1.09855,1.64249,0.889598,0
8,7,-1.70608,2.25963,1.11055,0.715634,0
9,7,-1.71064,2.52857,0.720261,0.527724,0
0,8,-1.16765,0.0042286,1.49206,-1.39639,0
1,8,-1.48533,-1.00014,0.0329361,-0.684661,0
2,8,-1.22968,-1.06784,0.389842,-0.480661,0
3,8,-1.29458,-1.099,0.99674,-0.512857,0
4,8,-1.30258,-0.712034,0.274766,-0.804449,0
5,8,-1.29516,0.619249,-1.407,-1.92616,0
6,8,-1.10625,-0.85425,1.24291,-0.201006,0
7,8,-1.1918,-0.831342,1.67653,-0.526708,0
8,8,-1.23669,-0.448894,0.539777,-0.958265,0
9,8,-1.29257,0.072399,-1.29149,-1.39872,0
0,9,1.36706,1.13496,-0.270623,-0.850483,0
1,9,1.30103,-0.974053,0.596245,0.442281,0
2,9,0.879096,-0.155973,0.358707,0.411557,0
3,9,0.966207,0.863789,-0.222426,-0.406415,0
4,9,1.49816,-0.455002,0.383844,0.00961521,0
5,9,1.30512,-1.00778,0.325158,0.464751,0
6,9,1.39401,0.0999764,0.87395,-0.172928,0
7,9,1.2245,0.08152,0.524911,0.356267,0
8,9,1.21313,-0.513573,0.177172,0.354886,0
9,9,1.06726,-0.374406,0.478509,0.294368,0
0,10,1.52961,1.162,0.780709,-0.419613,0
1,10,1.47835,0.852822,0.587253,-0.283912,0
2,10,1.09599,-0.262428,0.846719,-0.147814,0
3,10,1.6592,1.09657,-0.352402,-1.92423,0
4,10,1.45348,1.06519,-0.431349,-0.342914,0
5,10,1.28006,1.54119,-1.17991,-0.747496,0
6,10,1.57536,1.02299,-0.41606,-0.122106,0
7,10,1.52873,-0.219531,1.1399,0.205877,0
8,10,1.25799,0.730447,0.207281,-0.13582,0
9,10,1.4123,0.6594,0.72999,-0.239072,0
0,11,0.654222,-0.202361,0.011437,1.28154,0
1,11,0.689865,0.0642399,0.197586,1.0531,0
2,11,0.784816,0.0107177,-0.139103,1.19804,0
3,11,0.46001,0.597328,-0.351554,0.9783,0
4,11,0.48488,0.867057,-0.338694,0.672022,0
5,11,0.412571,0.982521,-0.471886,2.09189,0
6,11,0.40051,0.546225,-0.299612,1.33726,0
7,11,0.308825,1.38042,-0.482325,1.70105,0
8,11,0.871915,0.538473,0.00543136,0.625576,0
9,11,0.33887,1.16372,-0.74913,0.91617,0
0,12,0.186904,-0.564131,-1.72612,-1.23289,0
1,12,-0.232509,-0.5523,-1.08288,-0.181772,0
2,12,0.330423,0.296524,-1.56069,-0.4728,0
3,12,0.488444,-0.576184,-0.615811,-1.44083,0
4,12,0.0466309,-0.564799,-0.725372,-0.517725,0
5,12,0.225096,-0.261837,-1.08805,-1.82814,0
6,12,0.185421,-0.0441089,0.970236,-1.3118,0
7,12,0.164785,0.321968,-2.28796,-0.878063,0
8,12,0.335135,-0.420269,0.0634046,-1.44101,0
9,12,0.25766,0.00761187,-1.47223,-0.612739,0
0,13,-0.567914,1.56449,0.982009,1.34512,0
1,13,-0.758198,-0.524187,1.42559,1.11271,0
2,13,-0.61033,-1.1767,1.70434,1.65192,0
3,13,-0.498932,1.07661,0.624407,1.36464,0
4,13,-0.57998,-0.166997,1.37408,1.49181,0
5,13,-0.609186,-1.01827,1.24404,1.53767,0
6,13,-0.617732,1.17625,1.06599,1.16547,0
7,13,-0.492627,2.37932,0.816632,1.41744,0
8,13,-0.731994,1.50472,1.01013,1.6481,0
9,13,-0.332834,1.75234,0.621613,0.978641,0
0,14,-0.849127,0.310419,0.348716,-0.794205,0
1,14,-1.11206,-0.447196,0.796255,-0.517738,0
2,14,-1.21693,-0.281521,0.400304,-0.160718,0
3,14,-0.936089,-0.416336,0.725708,-0.177588,0
4,14,-1.07533,0.562858,-0.753533,-1.84648,0
5,14,-0.981247,-1.18754,1.13164,-0.111298,0
6,14,-1.06959,0.252541,-0.783105,-0.888429,0
7,14,-0.662356,0.00218544,0.166951,-0.739464,0
8,14,-1.13869,-0.379403,4.62101,-0.339994,0
9,14,-1.23978,-0.623596,1.25971,-0.00425147,0
0,15,-1.18188,-1.49041,0.317582,-1.52172,0
1,15,-1.14445,-1.33033,-0.49228,-1.52243,0
2,15,-0.943165,-1.57651,-1.24996,-1.2247,0
3,15,-1.00282,-1.52089,-0.198794,-1.62757,0
4,15,-1.0772,-1.87256,-0.190571,-1.17503,0
5,15,-1.13861,-1.93391,0.473765,-1.04888,0
6,15,-1.22143,-1.4036,-0.439834,-1.26071,0
7,15,-1.07067,-2.51393,0.546439,-0.682577,0
8,15,-1.13035,-1.7319,0.634816,-1.05712,0
9,15,-1.41724,-1.97685,0.00992558,-1.0104,0
