rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
0,1,1.11828,-0.231718,0.256204,1.02285,0
1,1,1.0106,-0.563684,0.456494,1.55249,0
2,1,0.779624,-1.19776,0.711907,1.28693,0
3,1,1.22157,-0.574982,0.297004,1.6686,0
4,1,1.29145,-0.476744,0.314862,1.62795,0
5,1,1.13118,-0.751684,0.440084,1.30109,0
6,1,1.41535,-0.199363,-0.0476795,1.6681,0
7,1,0.999567,-0.580231,0.271048,1.36956,0
8,1,1.49602,-1.65225,0.760463,0.711673,0
9,1,1.19687,-0.68307,0.180613,0.992603,0
0,2,0.699014,-0.506048,-1.09807,-0.07576,0
1,2,0.648836,-0.75029,-0.16857,-0.100406,0
2,2,0.73751,-0.11715,-1.0969,-0.370763,0
3,2,0.700256,-0.352595,-0.90824,-0.188426,0
4,2,0.909387,-0.323506,-0.59278,-0.559606,0
5,2,0.920086,-0.184405,-1.05164,-0.475324,0
6,2,0.855677,-0.549007,-0.638205,0.0175374,0
7,2,0.828436,-1.77672,0.491633,-0.109429,0
8,2,0.821175,-0.453912,-1.04107,0.245513,0
9,2,0.537575,-0.764262,-0.360631,-0.0604801,0
0,3,0.977987,0.942253,-0.885867,-0.167337,0
1,3,0.986316,0.280597,0.46963,-0.248407,0
2,3,0.587698,1.05904,-0.130735,-2.13205,0
3,3,1.09421,0.478235,0.198438,-0.795902,0
4,3,1.06571,0.269187,0.628929,-0.320483,0
5,3,1.0563,0.979942,-1.26734,-1.54923,0
6,3,1.2556,1.17208,-0.922836,-1.26341,0
7,3,1.28447,0.0371003,1.03127,-0.0914993,0
8,3,0.933879,1.20363,-0.744701,-0.879708,0
9,3,1.10427,1.24855,-1.42001,-0.676407,0
0,4,-0.689834,0.0482839,-0.424488,-0.251515,0
1,4,-0.212617,0.000364067,-0.132196,-0.683759,0
2,4,-0.633877,-0.25268,-0.272005,-0.528176,0
3,4,-0.294679,-0.509831,0.426031,0.0990831,0
4,4,-0.253772,-0.82991,0.407053,0.0352491,0
5,4,-0.513042,-0.393448,-0.180045,-0.222558,0
6,4,-0.255217,-0.20007,-0.622987,-0.271676,0
7,4,-0.157107,-0.67485,0.0097953,-0.141008,0
8,4,0.0477447,-0.411157,-0.282443,-0.452098,0
9,4,-0.288785,0.0716435,-0.976411,0.00881933,0
0,5,-0.526601,-0.503941,-2.14635,1.54439,0
1,5,-0.377095,-0.578637,-1.63838,0.621089,0
2,5,-0.539701,-0.60115,-1.86531,0.86138,0
3,5,-0.336165,-1.22835,-1.01803,-0.426041,0
4,5,-0.558985,-0.2065,-2.0023,0.991732,0
5,5,-0.654471,-1.04837,-0.907858,-0.0581853,0
6,5,-0.725167,-0.623059,-1.40628,-0.260374,0
7,5,-0.696769,-1.36615,-0.39442,-0.48952,0
8,5,-0.568712,-0.492849,-1.7427,0.504295,0
9,5,-0.61533,-0.397988,-1.78649,0.955433,0
0,6,0.227075,1.11878,-1.47723,-1.31214,0
1,6,0.562102,0.699361,-0.0814615,-1.17128,0
2,6,0.242551,0.0596199,0.589257,-0.174279,0
3,6,0.236915,-0.541941,0.789304,0.178783,0
4,6,0.429127,0.509252,0.0206569,-0.31149,0
5,6,0.391112,0.079759,1.00753,-0.495617,0
6,6,0.390335,1.07119,0.670916,-1.56412,0
7,6,0.471411,0.458258,0.489197,-0.495358,0
8,6,0.244205,0.862034,-1.16143,-0.977709,0
9,6,0.153784,0.342665,-0.259401,-0.254666,0
0,7,-1.52011,2.40293,-0.388569,0.135379,0
1,7,-1.53355,2.43156,-1.04653,0.557427,0
2,7,-1.59664,1.65474,1.40779,0.257812,0
3,7,-1.83008,2.39876,-0.245069,0.53571,0
4,7,-1.63137,2.66337,0.792449,-0.028312,0
5,7,-1.73097,1.75765,1.60586,0.870878,0
6,7,-1.76723,1.86974,0.816152,1.29313,0
7,7,-1.78218,1.96715,1.34734,0.357505,0
8,7,-1.71607,-1.25841,2.08562,1.59578,0
9,7,-1.70365,2.19747,1.00767,0.61734,0
0,8,-1.16488,-0.285699,2.18035,-0.962653,0
1,8,-1.23721,-0.0525676,0.139258,-1.12373,0
2,8,-1.33371,-0.76106,0.80035,-0.444129,0
3,8,-1.35092,-0.640159,0.755146,-0.668052,0
4,8,-1.22637,-0.418261,1.0197,-0.798234,0
5,8,-1.58146,0.383425,0.124519,-1.8276,0
6,8,-1.26667,-0.148107,0.743861,-1.01913,0
7,8,-1.27835,-0.113643,0.909509,-1.60707,0
8,8,-1.19982,-0.325228,-0.12764,-0.74909,0
9,8,-1.52658,-0.386287,0.116192,-0.86366,0
0,9,1.00649,0.697154,-0.171101,0.169636,0
1,9,1.11337,-0.731998,0.355463,0.662237,0
2,9,0.799998,-0.0557897,0.106044,0.571648,0
3,9,1.34315,-0.0734435,0.136852,-0.131954,0
4,9,1.57691,-0.738816,0.401328,-0.123079,0
5,9,1.17086,-0.79931,0.27445,0.659104,0
6,9,1.26034,-0.710184,0.755737,0.25646,0
7,9,0.839917,-0.80822,0.581806,0.620475,0
8,9,1.12718,-0.532427,0.107377,0.590048,0
9,9,1.06244,-1.20076,0.667618,0.782034,0
0,10,1.39885,1.02716,1.27548,-0.371708,0
1,10,1.20746,0.692823,0.0484789,0.257952,0
2,10,1.43094,0.433733,0.340061,0.355785,0
3,10,1.31931,0.426029,0.1288,-0.250844,0
4,10,1.78484,0.937602,1.19216,-1.26319,0
5,10,1.16671,1.09592,-0.0550398,-0.326832,0
6,10,1.48706,1.1687,-0.490436,-0.82834,0
7,10,1.34681,1.0565,-0.715994,0.403766,0
8,10,0.987891,0.359543,0.703411,0.227111,0
9,10,1.41515,-0.451979,1.53918,0.538265,0
0,11,0.4925,-0.649098,0.589057,0.998719,0
1,11,0.857421,0.165308,0.101508,0.710151,0
2,11,0.776481,-0.288599,0.0962258,0.947206,0
3,11,0.294665,0.791961,-0.422332,1.50108,0
4,11,0.316161,0.431485,-0.238413,1.03867,0
5,11,0.515616,0.554809,-0.500852,1.59876,0
6,11,0.440898,0.735298,-0.412747,1.44128,0
7,11,0.308679,1.13483,-0.740808,1.25348,0
8,11,0.878375,0.663245,-0.305641,1.25475,0
9,11,0.413171,1.13236,-0.993614,1.15331,0
0,12,0.457896,-0.0128374,-2.82242,-0.668334,0
1,12,-0.285523,-0.0428504,-1.51529,0.301085,0
2,12,0.66659,-0.393813,-0.492369,-1.77331,0
3,12,0.463946,0.0110727,-0.361645,-2.18089,0
4,12,0.431635,-0.630245,1.52506,-1.22179,0
5,12,0.0749736,-0.0829767,-1.69868,-1.64901,0
6,12,0.178169,-0.0441089,0.530341,-1.36868,0
7,12,0.179514,-0.128056,-1.81401,-1.07518,0
8,12,0.140296,0.0367963,-1.7444,-0.659524,0
9,12,0.543878,0.162888,0.608045,-2.92969,0
0,13,-0.619206,1.54712,0.563595,1.55406,0
1,13,-0.490633,0.512712,1.4903,1.00528,0
2,13,-0.595853,-0.131151,1.30714,1.82383,0
3,13,-0.625118,2.4229,0.549758,1.08645,0
