rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
0,1,1.03493,-0.122441,0.196179,0.743528,0
1,1,0.920781,-1.60023,0.478953,1.27339,0
2,1,0.936457,-0.745904,0.461505,1.09222,0
3,1,1.1427,-0.351813,0.189029,1.5591,0
4,1,1.46786,-0.771472,0.188798,1.23743,0
5,1,1.37835,-0.0307427,0.124996,1.50506,0
6,1,1.35911,-0.482867,0.160306,1.34134,0
7,1,1.06416,-0.595428,0.192552,1.10679,0
8,1,1.71485,-1.85176,0.439774,0.656873,0
9,1,1.13602,-0.63583,0.102969,1.25295,0
0,2,1.06206,-0.439467,-0.621583,-0.751464,0
1,2,0.95194,-0.265033,-0.899296,-0.873555,0
2,2,0.80007,-0.119424,-0.819323,-0.450737,0
3,2,0.765647,-0.417398,-1.01675,-0.356992,0
4,2,0.964387,-0.241446,-0.686963,-0.561943,0
5,2,0.713693,-0.290776,-0.986065,-0.671001,0
6,2,1.24663,-1.90505,0.462009,-0.0977187,0
7,2,0.622692,-1.42423,0.0112876,0.17042,0
8,2,0.852887,-0.622625,-0.674157,0.11948,0
9,2,0.793458,-0.210715,-0.768698,0.396491,0
0,3,0.835649,1.09985,-0.337478,0.287989,0
1,3,0.837416,0.898403,-0.48519,-0.45153,0
2,3,0.567714,1.21141,-0.251644,-1.34725,0
3,3,0.704038,0.434134,0.503295,-0.225572,0
4,3,0.930046,-0.109492,0.891119,0.00406109,0
5,3,1.17604,1.1389,-1.12714,-1.42254,0
6,3,1.13485,1.4187,-0.726638,-1.26152,0
7,3,1.02669,-0.738402,1.45905,0.104626,0
8,3,1.00238,1.52617,-1.44322,-1.92873,0
9,3,1.34427,0.546881,0.792975,-0.689692,0
0,4,-0.695644,-0.136787,-0.282258,-0.25523,0
1,4,-0.222065,0.239974,-0.279218,-0.837741,0
2,4,-0.394904,0.146359,-0.768049,-0.676912,0
3,4,-0.323756,-0.241982,-0.453065,-0.431594,0
4,4,-0.239357,-0.00767157,-0.396678,-0.735699,0
5,4,-0.437073,0.24699,-0.111873,-0.802942,0
6,4,-0.419127,-1.62392,0.321314,0.136346,0
7,4,-0.289075,-0.573383,-0.164486,-0.122628,0
8,4,-0.160686,-1.18339,0.19407,0.02096,0
9,4,-0.232546,0.273701,-1.23155,-0.354386,0
0,5,-0.551587,-0.737861,-1.54321,0.666898,0
1,5,-0.455577,-0.712153,-1.39028,-0.00361493,0
2,5,-0.697885,-0.633957,-1.70369,0.834051,0
3,5,-0.468575,-1.35236,-0.751157,-0.365814,0
4,5,-0.40924,-0.571754,-1.56565,-0.0953441,0
5,5,-0.615985,-1.11162,-0.888744,-0.252748,0
6,5,-0.700616,-0.463135,-1.39183,0.710618,0
7,5,-0.624459,-1.47649,-0.377763,-0.488098,0
8,5,-0.633042,-0.596861,-1.35125,0.608256,0
9,5,-0.770166,-0.234915,-1.47769,1.73729,0
0,6,0.368754,1.1708,-1.15435,-1.88564,0
1,6,0.23694,1.34503,-1.51945,1.65296,0
2,6,0.359626,0.823289,0.523515,-1.49182,0
3,6,0.159186,-0.1537,0.404848,-0.00840935,0
4,6,0.614828,1.09362,1.36205,-2.52668,0
5,6,0.0900822,0.553825,0.00132884,-0.945236,0
6,6,0.635899,1.31781,0.343743,-2.21717,0
7,6,0.481921,0.458258,0.478456,-0.496666,0
8,6,0.395151,0.578706,1.28757,-1.27603,0
9,6,0.162025,0.320186,-0.449043,-0.0482359,0
0,7,-1.58572,2.90475,-0.265803,-0.135939,0
1,7,-1.4934,2.76691,-0.891581,0.360717,0
2,7,-1.48611,2.06653,1.37589,-0.384071,0
3,7,-1.7224,2.54122,0.564316,0.836346,0
4,7,-1.69871,2.81499,1.09858,-0.0263881,0
5,7,-1.61622,2.27998,0.738794,0.66896,0
6,7,-1.73189,1.50109,1.10033,0.558068,0
7,7,-1.72789,2.94659,0.130004,0.478792,0
8,7,-1.48739,0.140285,2.60172,0.855168,0
9,7,-1.69095,2.36135,0.923706,0.564524,0
0,8,-1.40073,-0.164404,2.02504,-1.432,0
1,8,-1.22243,-0.41225,0.280767,-0.926603,0
2,8,-1.45598,-0.87103,0.432505,-0.38517,0
3,8,-1.32808,-0.248768,1.22295,-1.01005,0
4,8,-1.18194,-0.391778,0.777893,-1.08313,0
5,8,-1.58601,0.379592,0.457307,-2.20993,0
6,8,-1.25469,-0.357386,0.400593,-0.773063,0
7,8,-1.216,-0.891255,1.54707,-0.512675,0
8,8,-1.30371,0.12694,-0.232014,-1.32199,0
9,8,-1.23101,-0.205276,-0.054542,-1.13308,0
0,9,0.994997,-2.49903,0.889383,0.735093,0
1,9,1.15774,-0.250992,0.19756,1.01706,0
