rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
0,1,1.19259,-1.17964,0.581233,1.16173,0
1,1,1.3446,-0.552368,0.344761,1.17217,0
2,1,1.14473,-0.394948,0.482425,1.42999,0
3,1,1.08309,-0.558893,0.362068,1.58757,0
4,1,1.07558,-0.812161,0.472181,0.788414,0
5,1,0.793159,-0.708532,0.739069,1.35855,0
6,1,0.646041,-1.69828,0.751456,1.28085,0
7,1,1.41796,-0.0173067,0.315858,1.31274,0
8,1,1.23838,-0.690363,0.527056,1.58395,0
9,1,1.21273,0.325631,0.188406,1.50362,0
0,2,0.741167,-0.656845,0.0799092,-0.40279,0
1,2,0.713,-0.471727,-0.509447,-0.225215,0
2,2,0.609114,-0.359526,-0.871404,0.00347201,0
3,2,0.93255,-0.277454,-0.430244,-0.709388,0
4,2,1.04203,-0.755684,-0.453358,-0.173281,0
5,2,0.710974,-0.994047,-0.532838,0.0727024,0
6,2,0.90007,0.155352,-1.62796,-0.362148,0
7,2,0.935899,-0.627496,-0.607555,-0.481949,0
8,2,0.926031,0.172331,-1.04517,-0.738792,0
9,2,0.65223,-0.213074,-1.20797,-0.695013,0
0,3,1.30598,0.30913,0.295305,-0.410187,0
1,3,1.17013,0.674263,-0.107817,-0.317675,0
2,3,1.17827,0.312813,-0.129221,-0.662577,0
3,3,0.892434,-1.24822,0.883309,0.402752,0
4,3,1.01979,0.634768,0.0979079,-0.256766,0
5,3,0.796364,0.822392,-0.49962,-0.284725,0
6,3,0.653257,0.855922,0.983004,-1.19664,0
7,3,0.722805,-0.136294,0.676405,0.130567,0
8,3,0.93166,-0.0156471,0.359081,-0.137844,0
9,3,1.1962,1.16852,-2.43095,-2.51444,0
0,4,-0.391011,-1.01319,0.590543,-0.295244,0
1,4,-0.203015,-1.32739,0.599749,-0.11955,0
2,4,-0.125137,0.133494,-0.509512,-0.584125,0
3,4,-0.293877,0.0619089,-0.487605,-0.778673,0
4,4,-0.520895,-0.33918,0.135354,-0.00455032,0
5,4,-0.283208,0.110189,0.0710174,-0.92758,0
6,4,-0.466748,0.00635894,-1.07185,-0.664375,0
7,4,-0.55529,-1.02015,0.287137,-0.0985945,0
8,4,-0.235733,-0.113223,-0.316199,-0.803681,0
9,4,-0.329333,0.307025,0.0908041,-1.2978,0
0,5,-0.555954,-0.504173,-1.79001,0.494248,0
1,5,-0.622965,-0.847621,-1.17362,1.23336,0
2,5,-0.633638,-0.324078,-1.72154,0.237503,0
3,5,-0.885481,-0.528672,-1.47505,0.522479,0
4,5,-0.692051,-0.677213,-1.52698,1.15291,0
5,5,-0.338833,-0.468921,-1.43998,-0.369827,0
6,5,-0.682415,-0.608068,-1.33579,1.57731,0
7,5,-0.648794,-0.460945,-1.57828,0.434181,0
8,5,-0.527694,-0.286069,-2.03418,1.08589,0
9,5,-0.696927,-1.25718,-0.821933,0.311256,0
0,6,0.464126,0.300452,-0.325392,-0.48212,0
1,6,0.594161,0.537108,-0.566214,-0.851986,0
2,6,0.256022,1.23145,-1.9021,0.144731,0
3,6,0.334772,0.658052,0.738262,-1.90323,0
4,6,0.493027,1.03731,-0.390855,-1.39465,0
5,6,0.45049,0.807096,-1.09273,0.461814,0
6,6,0.178693,0.709737,-0.929136,-0.17786,0
7,6,0.307474,0.585579,-1.80135,-0.759562,0
8,6,0.395699,0.762217,0.362458,-1.30659,0
9,6,0.188754,1.02989,-1.22223,0.487227,0
0,7,-1.91512,2.26552,1.26554,0.107605,0
1,7,-1.68292,2.56809,0.814548,1.82212,0
2,7,-1.6053,2.26984,0.643646,-0.0926102,0
3,7,-1.78223,2.55284,0.622585,0.637153,0
4,7,-1.68391,2.58947,0.230321,-0.397224,0
5,7,-1.63093,2.37345,-0.444152,0.47698,0
6,7,-1.79155,0.20834,2.31687,1.08512,0
7,7,-1.92639,2.73214,-0.386054,0.0840423,0
8,7,-1.77994,2.51176,0.508145,0.186426,0
9,7,-1.47542,0.72812,2.19958,1.11052,0
0,8,-1.25529,-0.293364,2.85847,-1.23359,0
1,8,-1.3526,-0.166081,0.176109,-1.63787,0
2,8,-1.24059,-0.354603,0.8453,-1.01844,0
3,8,-1.12646,-1.07788,0.054497,-0.219948,0
4,8,-1.28112,-0.0438755,0.941707,-2.25238,0
5,8,-1.36292,-0.24261,-0.188217,-1.07129,0
6,8,-1.43126,-0.426496,1.49933,-1.31214,0
7,8,-1.32537,-0.80697,0.466843,-0.668642,0
8,8,-1.1395,-0.770762,1.47333,-0.776689,0
9,8,-1.53743,0.0664764,-0.150299,-1.71475,0
0,9,1.4099,0.746035,0.244099,0.0813567,0
1,9,0.987496,-0.750895,0.335121,0.703472,0
2,9,1.05683,-0.986993,0.83605,0.466241,0
3,9,1.01539,-0.510196,0.269419,0.102368,0
4,9,1.00263,-0.754827,0.81817,0.644836,0
5,9,1.37523,-0.942905,0.980518,0.325344,0
6,9,0.740506,-1.80736,0.93915,0.826743,0
7,9,1.16098,0.523818,-0.291182,-0.940099,0
8,9,1.58736,-0.429111,0.567668,-0.244327,0
9,9,1.24248,-0.381263,0.27435,0.164418,0
0,10,1.06324,-0.963483,1.29734,0.430567,0
1,10,1.79461,0.95908,0.109665,-0.896803,0
2,10,1.58608,1.09421,-0.545067,0.35478,0
3,10,1.53897,0.912381,0.609745,-0.239985,0
4,10,1.53449,1.18129,0.814301,-0.445457,0
5,10,1.38948,0.573205,1.03399,-0.161875,0
6,10,1.61738,-0.097977,0.383733,0.0899332,0
7,10,1.45852,0.686402,-0.225051,-0.884893,0
8,10,1.56371,1.145,0.556692,-1.7463,0
9,10,1.4515,1.54567,-1.65743,0.121583,0
0,11,0.324627,-0.663172,0.142622,1.37566,0
1,11,0.42384,-0.0911625,0.00481334,1.34645,0
2,11,0.787109,0.133599,-0.0087939,0.78236,0
3,11,0.904366,1.71915,-0.757452,1.23611,0
4,11,0.542309,0.153246,0.170734,1.39649,0
5,11,0.688807,0.491956,-0.00396625,1.06268,0
6,11,0.767929,0.36255,-0.191479,1.43107,0
7,11,0.461479,0.441005,-0.24454,1.2676,0
8,11,0.399234,0.94827,-0.446526,1.08136,0
9,11,0.702454,-0.0373289,0.165542,1.04343,0
0,12,0.152064,-0.248799,-0.782884,-1.44163,0
1,12,0.328987,0.034074,-2.18441,-0.875635,0
2,12,0.470188,-0.282372,-0.0234449,-1.1628,0
3,12,0.0944226,-0.257172,-1.14281,-0.13134,0
4,12,0.0788308,-0.458964,-1.96713,-1.55555,0
5,12,0.409337,-0.494499,-0.395967,-1.01492,0
6,12,0.233404,0.25664,-1.81681,-0.07338,0
7,12,0.369588,0.0915442,-2.05591,-0.415963,0
8,12,0.0272739,-0.588782,-0.722236,-0.538551,0
9,12,0.234819,-0.365069,-0.373516,-1.82831,0
0,13,-0.834074,0.661457,1.05495,1.46122,0
1,13,-0.590568,-0.47688,1.28602,1.37444,0
2,13,-0.668305,1.8276,1.13556,1.73125,0
3,13,-0.297452,0.93528,1.05343,1.68281,0
4,13,-0.652311,1.93937,0.433376,1.77023,0
5,13,-0.828081,-1.60758,1.41164,1.32034,0
6,13,-0.434009,-1.96212,1.78649,1.6081,0
7,13,-0.710862,1.3808,1.38558,1.18399,0
8,13,-0.698749,0.536894,1.2179,1.21948,0
9,13,-0.557656,-0.550827,1.24977,1.50073,0
0,14,-0.891893,0.235156,-0.398618,-1.03219,0
1,14,-0.975832,0.617059,-0.270637,-1.72103,0
2,14,-1.07057,-0.289279,-0.0392265,-0.131016,0
3,14,-1.08781,-0.463079,-0.0178826,-0.271048,0
4,14,-0.937016,0.22444,0.519715,-0.844552,0
5,14,-1.05637,-0.0437306,0.0737255,-0.993443,0
6,14,-1.23166,-0.172031,0.640415,-0.292443,0
7,14,-0.921772,-0.301275,1.49624,-0.11035,0
8,14,-1.01096,0.60854,-0.811086,-1.97005,0
9,14,-1.07561,0.10605,1.29025,-0.850241,0
0,15,-1.13727,-1.32679,0.958492,-1.7843,0
1,15,-1.21901,-0.968265,0.885291,-2.85773,0
2,15,-1.12202,-1.28391,1.52569,-1.50611,0
3,15,-0.934483,-1.88097,1.25319,-0.944412,0
4,15,-1.19292,-1.46349,0.379144,-1.49981,0
5,15,-1.14599,-1.09136,-0.0262334,-1.729,0
6,15,-1.07842,-0.988185,-1.48063,-1.67606,0
7,15,-0.959298,-1.55162,-0.250599,-1.37219,0
8,15,-1.05872,-1.64672,-0.597189,-1.20003,0
9,15,-1.21683,-1.4392,-0.910847,-1.31792,0
